tracking_id,player_id,x,y,game_time
872,3,23.6,21.8,31.2
873,4,36.6,14.0,31.2
874,5,38.2,14.3,31.2
875,6,69.4,20.4,31.2
876,7,56.0,25.7,31.2
877,8,48.7,34.1,31.2
878,9,57.3,34.4,31.2
879,10,73.4,33.7,31.2
880,1,12.5,33.2,31.6
881,2,12.2,25.1,31.6
882,3,22.7,19.9,31.6
883,4,35.8,17.4,31.6
884,5,38.3,14.9,31.6
885,6,67.2,21.2,31.6
886,7,53.8,26.6,31.6
887,8,52.0,34.2,31.6
888,9,58.7,33.5,31.6
889,10,74.5,31.8,31.6
890,1,13.3,33.3,31.9
891,2,14.2,27.0,31.9
892,3,24.2,18.3,31.9
893,4,38.5,14.7,31.9
894,5,38.4,15.0,31.9
895,6,67.0,19.8,31.9
896,7,53.8,29.5,31.9
897,8,51.4,31.9,31.9
898,9,61.3,35.3,31.9
899,10,73.9,32.5,31.9
900,1,10.8,31.9,32.3
901,2,11.7,24.6,32.3
902,3,27.7,16.9,32.3
903,4,39.6,13.2,32.3
904,5,38.0,18.1,32.3
905,6,64.9,23.4,32.3
906,7,54.0,28.5,32.3
907,8,50.0,35.6,32.3
908,9,61.9,35.4,32.3
909,10,77.8,29.6,32.3
910,1,10.6,31.1,32.6
911,2,15.3,26.1,32.6
912,3,29.8,16.8,32.6
913,4,40.6,13.8,32.6
914,5,38.7,18.7,32.6
915,6,63.5,22.3,32.6
916,7,53.6,31.0,32.6
917,8,53.5,35.5,32.6
918,9,62.0,35.0,32.6
919,10,75.5,32.7,32.6
920,1,9.2,32.2,33.0
921,2,15.9,23.5,33.0
922,3,31.7,18.9,33.0
923,4,39.5,13.8,33.0
924,5,34.3,15.8,33.0
925,6,62.0,22.1,33.0
926,7,49.8,30.8,33.0
927,8,54.0,34.6,33.0
928,9,66.8,33.2,33.0
929,10,79.4,31.7,33.0
930,1,11.3,29.8,33.3
931,2,15.2,23.6,33.3
932,3,29.9,15.7,33.3
933,4,39.1,14.0,33.3
934,5,33.9,16.5,33.3
935,6,61.8,25.5,33.3
936,7,49.8,31.2,33.3
937,8,51.7,35.1,33.3
938,9,67.9,32.5,33.3
939,10,77.1,28.8,33.3
940,1,9.7,29.0,33.7
941,2,20.0,23.0,33.7
942,3,32.0,15.1,33.7
943,4,41.7,14.2,33.7
944,5,33.9,17.0,33.7
945,6,57.7,23.1,33.7
946,7,51.2,31.4,33.7
947,8,54.6,34.9,33.7
948,9,68.7,34.0,33.7
949,10,79.9,27.7,33.7
950,1,9.4,29.3,34.1
951,2,21.5,19.7,34.1
952,3,34.0,17.1,34.1
953,4,38.2,15.4,34.1
954,5,30.1,18.9,34.1
955,6,57.5,25.5,34.1
956,7,48.6,30.9,34.1
957,8,56.4,33.4,34.1
958,9,69.4,33.8,34.1
959,10,78.1,28.2,34.1
960,1,12.0,27.5,34.4
961,2,21.4,20.7,34.4
962,3,33.5,15.8,34.4
963,4,41.0,16.2,34.4
964,5,30.3,20.5,34.4
965,6,57.4,26.2,34.4
966,7,48.2,31.4,34.4
967,8,55.7,36.9,34.4
968,9,73.5,31.5,34.4
969,10,81.7,25.7,34.4
970,1,11.1,28.0,34.8
971,2,24.2,22.1,34.8
972,3,37.1,15.3,34.8
973,4,41.3,15.1,34.8
974,5,30.5,21.5,34.8
975,6,54.5,27.4,34.8
976,7,50.8,32.8,34.8
977,8,59.6,34.4,34.8
978,9,72.1,32.8,34.8
979,10,80.1,27.7,34.8
980,1,11.0,24.3,35.1
981,2,22.5,18.8,35.1
982,3,38.0,15.6,35.1
983,4,39.0,17.1,35.1
984,5,26.6,19.8,35.1
985,6,53.1,29.0,35.1
986,7,51.4,31.4,35.1
987,8,61.5,34.7,35.1
988,9,75.5,33.8,35.1
989,10,78.0,25.0,35.1
990,1,11.5,23.7,35.5
991,2,26.6,19.8,35.5
992,3,36.4,16.2,35.5
993,4,37.7,15.0,35.5
994,5,24.7,22.6,35.5
995,6,51.1,28.0,35.5
996,7,68.0,14.0,35.5
997,8,63.0,34.2,35.5
998,9,76.2,32.4,35.5
999,10,78.9,24.6,35.5
1000,1,12.9,25.4,35.9
1001,2,26.9,17.6,35.9
1002,3,37.2,16.9,35.9
1003,4,38.6,18.1,35.9
1004,5,24.6,21.6,35.9
1005,6,51.9,30.6,35.9
1006,7,53.5,34.5,35.9
1007,8,65.0,34.0,35.9
1008,9,76.6,29.7,35.9
1009,10,78.6,25.6,35.9
1010,1,15.2,25.5,36.2
1011,2,28.5,18.8,36.2
1012,3,40.7,16.7,36.2
1013,4,36.5,18.7,36.2
1014,5,23.0,21.0,36.2
1015,6,50.3,28.1,36.2
1016,7,53.1,35.8,36.2
1017,8,66.5,33.0,36.2
1018,9,78.6,29.4,36.2
1019,10,77.6,24.7,36.2
1020,1,17.1,24.8,36.6
1021,2,29.8,18.4,36.6
1022,3,40.7,15.2,36.6
1023,4,34.9,18.8,36.6
1024,5,20.3,25.1,36.6
1025,6,48.7,31.8,36.6
1026,7,55.4,32.9,36.6
1027,8,68.9,34.3,36.6
1028,9,77.5,30.4,36.6
1029,10,76.5,24.8,36.6
1030,1,18.1,23.9,36.9
1031,2,31.8,17.1,36.9
1032,3,39.4,14.1,36.9
1033,4,34.0,17.7,36.9
1034,5,18.1,25.8,36.9
1035,6,50.2,31.9,36.9
1036,7,56.1,34.1,36.9
1037,8,67.9,34.4,36.9
1038,9,78.0,28.0,36.9
1039,10,76.0,24.3,36.9
1040,1,19.8,21.7,37.3
1041,2,32.4,15.9,37.3
1042,3,39.5,16.4,37.3
1043,4,32.4,18.9,37.3
1044,5,18.8,23.7,37.3
1045,6,51.3,33.0,37.3
1046,7,56.4,34.8,37.3
1047,8,68.7,35.0,37.3
1048,9,78.3,29.6,37.3
1049,10,75.7,23.5,37.3
1050,1,20.9,22.0,37.6
1051,2,33.1,14.4,37.6
1052,3,41.2,17.0,37.6
1053,4,31.9,19.8,37.6
1054,5,16.5,26.6,37.6
1055,6,48.9,32.5,37.6
1056,7,54.9,34.9,37.6
1057,8,70.8,34.0,37.6
1058,9,80.5,28.6,37.6
1059,10,74.7,21.2,37.6
1060,1,20.5,20.9,38.0
1061,2,34.2,16.0,38.0
1062,3,38.6,17.3,38.0
1063,4,27.6,20.6,38.0
1064,5,16.1,27.3,38.0
1065,6,51.7,30.6,38.0
1066,7,56.9,33.6,38.0
1067,8,71.6,33.2,38.0
1068,9,81.3,26.4,38.0
1069,10,72.9,20.0,38.0
1070,1,23.9,20.2,38.4
1071,2,39.2,14.5,38.4
1072,3,39.7,17.0,38.4
1073,4,28.4,21.5,38.4
1074,5,15.2,25.2,38.4
1075,6,50.0,32.9,38.4
1076,7,58.4,33.0,38.4
1077,8,73.0,32.6,38.4
1078,9,79.7,27.7,38.4
1079,10,72.1,21.3,38.4
1080,1,24.0,19.6,38.7
1081,2,36.1,14.2,38.7
1082,3,39.8,17.4,38.7
1083,4,26.4,18.8,38.7
1084,5,11.5,29.1,38.7
1085,6,52.4,33.4,38.7
1086,7,59.6,36.7,38.7
1087,8,74.6,34.0,38.7
1088,9,80.1,27.0,38.7
1089,10,71.4,18.9,38.7
1090,1,25.8,17.5,39.1
1091,2,37.7,16.5,39.1
1092,3,37.0,17.8,39.1
1093,4,24.0,22.4,39.1
1094,5,10.8,30.1,39.1
1095,6,52.4,33.5,39.1
1096,7,65.1,33.1,39.1
1097,8,76.3,32.9,39.1
1098,9,78.6,26.2,39.1
1099,10,70.7,18.3,39.1
1100,1,29.9,16.5,39.4
1101,2,38.3,17.1,39.4
1102,3,36.6,15.9,39.4
1103,4,25.1,21.6,39.4
1104,5,12.3,29.4,39.4
1105,6,50.5,34.3,39.4
1106,7,65.7,35.6,39.4
1107,8,75.7,29.7,39.4
1108,9,79.7,25.1,39.4
1109,10,68.5,17.5,39.4
1110,1,28.9,15.8,39.8
1111,2,38.9,14.5,39.8
1112,3,34.5,15.5,39.8
1113,4,20.3,22.5,39.8
1114,5,11.1,29.1,39.8
1115,6,51.3,33.6,39.8
1116,7,64.7,35.0,39.8
1117,8,77.6,30.0,39.8
1118,9,77.2,23.3,39.8
1119,10,64.1,19.3,39.8
1120,1,33.7,19.2,40.2
1121,2,40.2,13.7,40.2
1122,3,33.6,16.0,40.2
1123,4,19.0,23.4,40.2
1124,5,8.6,29.9,40.2
1125,6,54.0,34.4,40.2
1126,7,66.4,33.3,40.2
1127,8,78.0,30.3,40.2
1128,9,77.4,21.8,40.2
1129,10,62.4,16.4,40.2
1130,1,35.1,16.2,40.5
1131,2,40.5,16.2,40.5
1132,3,32.3,17.2,40.5
1133,4,19.8,25.5,40.5
1134,5,12.0,29.2,40.5
1135,6,54.6,36.4,40.5
1136,7,68.2,33.3,40.5
1137,8,81.3,31.1,40.5
1138,9,75.3,23.2,40.5
1139,10,62.6,17.1,40.5
1140,1,33.7,16.0,40.9
1141,2,41.1,14.7,40.9
1142,3,29.8,18.7,40.9
1143,4,17.4,25.0,40.9
1144,5,10.7,31.5,40.9
1145,6,58.6,34.7,40.9
1146,7,72.0,33.5,40.9
1147,8,79.0,29.3,40.9
1148,9,76.2,22.8,40.9
1149,10,60.5,16.4,40.9
1150,1,36.2,15.1,41.2
1151,2,40.3,16.1,41.2
1152,3,31.3,17.2,41.2
1153,4,17.9,25.4,41.2
1154,5,9.7,31.8,41.2
1155,6,59.6,35.7,41.2
1156,7,72.5,34.6,41.2
1157,8,79.4,29.5,41.2
1158,9,74.0,21.6,41.2
1159,10,57.9,17.2,41.2
1160,1,37.5,15.2,41.6
1161,2,39.7,13.6,41.6
1162,3,30.3,20.3,41.6
1163,4,14.1,27.3,41.6
1164,5,12.2,32.1,41.6
1165,6,57.6,34.0,41.6
1166,7,73.9,33.0,41.6
1167,8,80.3,27.5,41.6
1168,9,72.1,19.9,41.6
1169,10,59.0,16.1,41.6
1170,1,37.9,14.9,42.0
1171,2,36.5,14.1,42.0
1172,3,26.3,22.1,42.0
1173,4,11.8,28.8,42.0
1174,5,9.3,32.1,42.0
1175,6,61.1,33.8,42.0
1176,7,75.2,32.3,42.0
1177,8,79.5,27.2,42.0
1178,9,70.0,18.9,42.0
1179,10,57.7,13.9,42.0
1180,1,39.9,15.9,42.3
1181,2,38.5,14.6,42.3
1182,3,27.2,19.8,42.3
1183,4,11.2,26.3,42.3
1184,5,11.5,35.1,42.3
1185,6,61.5,34.6,42.3
1186,7,74.9,32.6,42.3
1187,8,79.2,23.9,42.3
1188,9,69.9,18.0,42.3
1189,10,55.7,14.9,42.3
1190,1,40.0,14.0,42.7
1191,2,37.7,17.5,42.7
1192,3,21.7,19.9,42.7
1193,4,13.1,27.1,42.7
1194,5,11.4,33.5,42.7
1195,6,63.5,36.3,42.7
1196,7,77.4,32.0,42.7
1197,8,79.3,25.4,42.7
1198,9,68.1,17.9,42.7
1199,10,55.4,15.6,42.7
1200,1,40.8,15.9,43.0
1201,2,35.0,17.1,43.0
1202,3,20.5,20.6,43.0
1203,4,9.5,28.2,43.0
1204,5,11.5,34.7,43.0
1205,6,65.8,34.4,43.0
1206,7,76.6,30.5,43.0
1207,8,77.1,24.9,43.0
1208,9,67.1,18.7,43.0
1209,10,55.2,15.3,43.0
1210,1,39.9,13.6,43.4
1211,2,33.8,16.9,43.4
1212,3,18.6,22.3,43.4
1213,4,8.5,28.2,43.4
1214,5,15.2,36.1,43.4
1215,6,67.6,34.5,43.4
1216,7,79.6,30.0,43.4
1217,8,78.7,23.5,43.4
1218,9,62.9,15.7,43.4
1219,10,53.2,14.2,43.4
1220,1,39.1,15.2,43.7
1221,2,32.1,17.3,43.7
1222,3,20.1,24.5,43.7
1223,4,10.4,28.6,43.7
1224,5,13.3,35.6,43.7
1225,6,70.2,33.8,43.7
1226,7,80.6,27.9,43.7
1227,8,77.4,23.2,43.7
1228,9,65.2,15.6,43.7
1229,10,52.8,16.0,43.7
1230,1,39.1,17.0,44.1
1231,2,31.7,17.4,44.1
1232,3,18.8,24.0,44.1
1233,4,12.0,31.9,44.1
1234,5,15.2,35.9,44.1
1235,6,70.9,33.4,44.1
1236,7,80.6,29.6,44.1
1237,8,74.0,20.8,44.1
1238,9,60.3,15.5,44.1
1239,10,49.1,14.5,44.1
1240,1,38.8,15.3,44.5
1241,2,29.6,19.4,44.5
1242,3,15.2,24.1,44.5
1243,4,11.5,33.4,44.5
1244,5,18.5,33.2,44.5
1245,6,74.0,34.8,44.5
1246,7,81.6,30.3,44.5
1247,8,75.4,20.0,44.5
1248,9,61.2,15.3,44.5
1249,10,51.2,16.5,44.5
1250,1,40.4,16.0,44.8
1251,2,28.9,19.4,44.8
1252,3,14.0,25.3,44.8
1253,4,10.0,32.5,44.8
1254,5,20.5,33.3,44.8
1255,6,73.4,32.4,44.8
1256,7,81.7,27.2,44.8
1257,8,74.7,20.2,44.8
1258,9,56.5,17.1,44.8
1259,10,51.0,16.2,44.8
1260,1,38.5,16.1,45.2
1261,2,26.6,18.0,45.2
1262,3,13.8,25.3,45.2
1263,4,10.3,31.3,45.2
1264,5,19.8,36.3,45.2
1265,6,74.1,33.1,45.2
1266,7,80.1,26.9,45.2
1267,8,70.6,20.9,45.2
1268,9,55.1,14.1,45.2
1269,10,51.1,15.4,45.2
1270,1,36.6,17.1,45.5
1271,2,25.6,18.2,45.5
1272,3,14.7,25.8,45.5
1273,4,11.8,31.4,45.5
1274,5,22.6,33.6,45.5
1275,6,77.5,31.5,45.5
1276,7,80.2,25.4,45.5
1277,8,69.5,21.3,45.5
1278,9,54.5,15.1,45.5
1279,10,49.3,16.6,45.5
1280,1,8.0,3.0,45.9
1281,2,24.9,19.0,45.9
1282,3,11.8,26.3,45.9
1283,4,10.7,34.0,45.9
1284,5,21.8,35.7,45.9
1285,6,78.2,33.8,45.9
1286,7,78.8,24.1,45.9
1287,8,66.6,18.5,45.9
1288,9,55.4,13.7,45.9
1289,10,49.6,17.6,45.9
1290,1,34.5,17.5,46.3
1291,2,23.3,20.2,46.3
1292,3,13.1,27.1,46.3
1293,4,12.8,31.8,46.3
1294,5,26.2,34.6,46.3
1295,6,78.8,31.8,46.3
1296,7,77.0,24.4,46.3
1297,8,67.3,19.8,46.3
1298,9,51.6,13.5,46.3
1299,10,51.8,16.8,46.3
1300,1,34.5,18.6,46.6
1301,2,20.2,20.8,46.6
1302,3,9.8,27.5,46.6
1303,4,13.8,34.4,46.6
1304,5,27.4,35.8,46.6
1305,6,79.3,32.2,46.6
1306,7,78.3,23.4,46.6
1307,8,65.2,18.0,46.6
1308,9,53.5,14.2,46.6
1309,10,49.5,18.4,46.6
1310,1,35.4,17.2,47.0
1311,2,17.7,23.1,47.0
1312,3,10.6,29.9,47.0
1313,4,16.7,36.3,47.0
1314,5,30.5,33.0,47.0
1315,6,80.7,30.4,47.0
1316,7,76.1,24.1,47.0
1317,8,64.4,19.2,47.0
1318,9,52.7,13.1,47.0
1319,10,50.4,16.3,47.0
1320,1,30.6,15.8,47.3
1321,2,19.2,23.7,47.3
1322,3,10.6,30.4,47.3
1323,4,15.5,35.3,47.3
1324,5,28.3,34.4,47.3
1325,6,80.1,28.7,47.3
1326,7,75.0,22.8,47.3
1327,8,60.8,18.3,47.3
1328,9,51.2,14.6,47.3
1329,10,53.4,19.0,47.3
1330,1,31.5,16.4,47.7
1331,2,17.3,25.4,47.7
1332,3,11.4,29.2,47.7
1333,4,15.6,34.5,47.7
1334,5,31.5,34.3,47.7
1335,6,79.1,29.8,47.7
1336,7,75.4,20.5,47.7
1337,8,61.1,17.4,47.7
1338,9,49.1,16.9,47.7
1339,10,54.1,19.4,47.7
1340,1,30.4,17.3,48.0
1341,2,13.9,26.2,48.0
1342,3,9.2,33.0,48.0
1343,4,19.6,33.0,48.0
1344,5,34.1,32.7,48.0
1345,6,78.3,29.2,48.0
1346,7,73.7,19.8,48.0
1347,8,58.9,15.7,48.0
1348,9,50.2,15.5,48.0
1349,10,54.4,17.7,48.0
1350,1,26.2,19.5,48.4
1351,2,15.0,24.8,48.4
1352,3,10.5,30.2,48.4
1353,4,21.6,33.9,48.4
1354,5,34.2,32.7,48.4
1355,6,78.5,29.3,48.4
1356,7,73.2,20.9,48.4
1357,8,59.1,16.9,48.4
1358,9,49.7,14.7,48.4
1359,10,56.0,20.2,48.4
1360,1,25.1,18.2,48.8
1361,2,12.4,26.6,48.8
1362,3,12.6,31.3,48.8
1363,4,23.1,36.9,48.8
1364,5,37.5,31.0,48.8
1365,6,79.5,25.9,48.8
1366,7,71.5,19.3,48.8
1367,8,56.1,13.6,48.8
1368,9,48.8,15.9,48.8
1369,10,57.1,20.5,48.8
1370,1,24.5,20.8,49.1
1371,2,12.2,28.3,49.1
1372,3,10.3,34.6,49.1
1373,4,24.3,34.0,49.1
1374,5,34.6,31.9,49.1
1375,6,78.2,25.6,49.1
1376,7,70.2,21.0,49.1
1377,8,56.7,13.4,49.1
1378,9,50.8,17.2,49.1
1379,10,60.0,19.0,49.1
1380,1,23.0,20.1,49.5
1381,2,11.3,26.2,49.5
1382,3,14.4,34.3,49.5
1383,4,23.4,36.6,49.5
1384,5,39.2,31.8,49.5
1385,6,79.4,24.9,49.5
1386,7,69.0,17.2,49.5
1387,8,52.0,13.7,49.5
1388,9,51.9,14.5,49.5
1389,10,61.1,21.0,49.5
1390,1,23.4,20.7,49.8
1391,2,9.9,27.8,49.8
1392,3,14.4,34.5,49.8
1393,4,27.3,34.1,49.8
1394,5,37.4,29.6,49.8
1395,6,76.8,25.9,49.8
1396,7,66.1,17.0,49.8
1397,8,51.5,15.0,49.8
1398,9,50.7,16.6,49.8
1399,10,64.0,20.7,49.8
1400,1,19.1,21.5,50.2
1401,2,8.8,27.9,50.2
1402,3,15.1,35.4,50.2
1403,4,28.9,32.8,50.2
1404,5,40.4,29.9,50.2
1405,6,75.4,23.0,50.2
1406,7,63.4,17.9,50.2
1407,8,52.6,14.1,50.2
1408,9,53.8,15.1,50.2
1409,10,63.5,22.4,50.2
1410,1,19.2,22.3,50.6
1411,2,9.9,31.2,50.6
1412,3,14.2,32.5,50.6
1413,4,31.2,36.3,50.6
1414,5,38.1,31.2,50.6
1415,6,75.4,23.7,50.6
1416,7,62.8,17.6,50.6
1417,8,50.1,16.3,50.6
1418,9,50.9,15.7,50.6
1419,10,67.3,23.2,50.6
1420,1,15.5,25.5,50.9
1421,2,11.3,29.8,50.9
1422,3,15.0,34.4,50.9
1423,4,29.8,34.5,50.9
1424,5,41.1,29.0,50.9
1425,6,73.0,23.3,50.9
1426,7,59.6,15.8,50.9
1427,8,49.4,14.1,50.9
1428,9,55.1,16.0,50.9
1429,10,67.5,23.0,50.9
1430,1,14.7,24.3,51.3
1431,2,10.3,29.4,51.3
1432,3,17.5,33.3,51.3
1433,4,31.5,35.3,51.3
1434,5,40.1,29.2,51.3
1435,6,74.7,23.0,51.3
1436,7,61.1,17.6,51.3
1437,8,49.7,15.3,51.3
1438,9,54.8,20.1,51.3
1439,10,68.8,24.4,51.3
1440,1,13.3,24.5,51.6
1441,2,9.2,33.2,51.6
1442,3,20.7,33.1,51.6
1443,4,35.8,33.6,51.6
1444,5,41.0,30.1,51.6
1445,6,74.2,19.7,51.6
1446,7,58.6,15.2,51.6
1447,8,51.3,16.9,51.6
1448,9,54.1,20.9,51.6
1449,10,69.0,26.8,51.6
1450,1,14.5,25.5,52.0
1451,2,12.1,33.6,52.0
1452,3,20.0,35.3,52.0
1453,4,36.5,33.8,52.0
1454,5,41.4,25.5,52.0
1455,6,71.5,22.3,52.0
1456,7,56.7,16.1,52.0
1457,8,48.8,17.4,52.0
1458,9,58.9,19.5,52.0
1459,10,71.0,26.2,52.0
1460,1,10.6,25.8,52.4
1461,2,10.3,32.8,52.4
1462,3,21.1,36.7,52.4
1463,4,35.3,31.1,52.4
1464,5,40.2,28.2,52.4
1465,6,70.4,19.1,52.4
1466,7,53.1,15.9,52.4
1467,8,51.9,16.8,52.4
1468,9,60.4,21.7,52.4
1469,10,90.1,4.1,52.4
1470,1,13.4,27.0,52.7
1471,2,10.5,32.3,52.7
1472,3,23.0,33.6,52.7
1473,4,39.1,33.3,52.7
1474,5,40.7,26.6,52.7
1475,6,66.4,21.2,52.7
1476,7,54.8,17.1,52.7
1477,8,51.6,14.8,52.7
1478,9,60.6,19.5,52.7
1479,10,73.6,28.3,52.7
1480,1,9.4,29.1,53.1
1481,2,14.9,35.3,53.1
1482,3,25.8,36.9,53.1
1483,4,40.1,29.7,53.1
1484,5,38.5,26.9,53.1
1485,6,67.8,17.6,53.1
1486,7,53.2,16.9,53.1
1487,8,49.6,17.3,53.1
1488,9,60.9,23.4,53.1
1489,10,74.4,29.9,53.1
1490,1,8.9,29.6,53.4
1491,2,14.5,35.4,53.4
1492,3,27.3,33.8,53.4
1493,4,37.8,29.4,53.4
1494,5,36.4,23.0,53.4
1495,6,62.6,17.8,53.4
1496,7,53.1,17.0,53.4
1497,8,53.1,16.6,53.4
1498,9,62.8,22.2,53.4
1499,10,75.0,28.8,53.4
1500,1,11.6,30.1,53.8
1501,2,16.0,32.8,53.8
1502,3,27.6,36.0,53.8
1503,4,38.6,29.7,53.8
1504,5,38.1,22.1,53.8
1505,6,61.5,17.2,53.8
1506,7,52.2,15.2,53.8
1507,8,54.0,15.4,53.8
1508,9,65.5,23.3,53.8
1509,10,77.6,27.8,53.8
1510,1,11.8,28.7,54.1
1511,2,17.8,33.0,54.1
1512,3,29.0,33.2,54.1
1513,4,38.5,30.7,54.1
1514,5,36.2,24.1,54.1
1515,6,60.5,16.4,54.1
1516,7,49.8,13.2,54.1
1517,8,53.5,18.8,54.1
1518,9,65.1,22.9,54.1
1519,10,78.1,29.3,54.1
1520,1,10.7,31.1,54.5
1521,2,16.6,32.8,54.5
1522,3,30.9,33.2,54.5
1523,4,38.3,30.6,54.5
1524,5,33.2,22.0,54.5
1525,6,59.7,17.4,54.5
1526,7,48.7,15.2,54.5
1527,8,53.2,19.5,54.5
1528,9,67.7,24.0,54.5
1529,10,78.1,30.7,54.5
1530,1,9.2,30.4,54.9
1531,2,17.7,35.8,54.9
1532,3,34.4,32.1,54.9
1533,4,39.4,28.7,54.9
1534,5,34.4,22.0,54.9
1535,6,58.3,17.7,54.9
1536,7,51.3,14.8,54.9
1537,8,55.9,20.0,54.9
1538,9,69.9,26.5,54.9
1539,10,79.5,29.8,54.9
1540,1,12.2,32.6,55.2
1541,2,20.7,36.5,55.2
1542,3,36.0,34.1,55.2
1543,4,40.3,26.4,55.2
1544,5,32.3,19.8,55.2
1545,6,58.9,18.0,55.2
1546,7,51.2,13.8,55.2
1547,8,56.6,21.0,55.2
1548,9,71.0,27.6,55.2
1549,10,80.4,33.2,55.2
1550,1,10.2,34.0,55.6
1551,2,24.1,33.3,55.6
1552,3,35.6,32.5,55.6
1553,4,38.8,26.3,55.6
1554,5,29.4,21.9,55.6
1555,6,56.6,16.2,55.6
1556,7,50.2,15.2,55.6
1557,8,58.1,18.3,55.6
1558,9,73.2,27.4,55.6
1559,10,81.8,34.2,55.6
1560,1,12.0,31.1,55.9
1561,2,23.0,35.1,55.9
1562,3,36.3,32.2,55.9
1563,4,38.6,26.5,55.9
1564,5,28.7,18.0,55.9
1565,6,53.6,14.1,55.9
1566,7,50.8,16.5,55.9
1567,8,57.8,21.8,55.9
1568,9,73.3,25.9,55.9
1569,10,80.9,34.5,55.9
1570,1,14.3,31.3,56.3
1571,2,26.9,34.2,56.3
1572,3,37.1,32.0,56.3
1573,4,39.2,24.2,56.3
1574,5,28.0,17.7,56.3
1575,6,55.2,15.1,56.3
1576,7,52.1,15.1,56.3
1577,8,61.1,21.5,56.3
1578,9,74.1,26.6,56.3
1579,10,81.0,34.3,56.3
1580,1,14.9,35.1,56.7
1581,2,28.7,34.9,56.7
1582,3,37.4,30.7,56.7
1583,4,37.5,23.5,56.7
1584,5,26.1,20.1,56.7
1585,6,50.3,13.9,56.7
1586,7,52.8,17.7,56.7
1587,8,62.2,21.5,56.7
1588,9,78.2,29.4,56.7
1589,10,78.4,35.0,56.7
1590,1,14.8,34.5,57.0
1591,2,27.2,32.9,57.0
1592,3,38.7,31.3,57.0
1593,4,35.4,25.9,57.0
1594,5,23.7,17.5,57.0
1595,6,50.2,16.6,57.0
1596,7,53.1,17.5,57.0
1597,8,63.6,21.8,57.0
1598,9,76.0,29.4,57.0
1599,10,80.7,35.4,57.0
1600,1,16.8,35.0,57.4
1601,2,29.5,34.2,57.4
1602,3,37.8,31.4,57.4
1603,4,36.5,21.6,57.4
1604,5,23.2,18.1,57.4
1605,6,51.3,13.0,57.4
1606,7,52.1,18.4,57.4
1607,8,65.5,24.9,57.4
1608,9,78.9,29.5,57.4
1609,10,77.5,33.7,57.4
1610,1,16.3,34.3,57.7
1611,2,32.4,35.6,57.7
1612,3,39.5,28.2,57.7
1613,4,34.5,23.6,57.7
1614,5,21.7,16.6,57.7
1615,6,51.1,15.4,57.7
1616,7,53.2,16.0,57.7
1617,8,65.9,25.6,57.7
1618,9,79.4,31.8,57.7
1619,10,76.4,35.4,57.7
1620,1,20.5,33.9,58.1
1621,2,31.8,35.1,58.1
1622,3,41.6,30.3,58.1
1623,4,34.2,22.6,58.1
1624,5,19.3,17.4,58.1
1625,6,51.0,15.7,58.1
1626,7,57.3,17.2,58.1
1627,8,69.1,24.0,58.1
1628,9,77.6,31.8,58.1
1629,10,76.5,33.5,58.1
1630,1,21.1,33.7,58.4
1631,2,34.5,34.8,58.4
1632,3,41.6,29.2,58.4
1633,4,31.8,23.0,58.4
1634,5,18.8,17.9,58.4
1635,6,48.7,13.5,58.4
1636,7,54.9,17.6,58.4
1637,8,71.9,26.1,58.4
1638,9,78.5,32.2,58.4
1639,10,74.6,33.2,58.4
1640,1,21.3,35.9,58.8
1641,2,34.9,34.4,58.8
1642,3,39.0,26.8,58.8
1643,4,29.3,22.3,58.8
1644,5,15.8,17.5,58.8
1645,6,50.4,17.1,58.8
1646,7,56.2,20.8,58.8
1647,8,72.3,27.3,58.8
1648,9,79.5,31.2,58.8
1649,10,72.1,36.4,58.8
1650,1,22.2,33.8,59.2
1651,2,36.5,33.1,59.2
1652,3,40.8,26.8,59.2
1653,4,27.7,21.0,59.2
1654,5,15.7,15.6,59.2
1655,6,50.8,14.3,59.2
1656,7,60.1,17.9,59.2
1657,8,72.9,27.7,59.2
1658,9,78.7,33.6,59.2
1659,10,72.3,36.1,59.2
1660,1,23.4,35.5,59.5
1661,2,38.2,32.0,59.5
1662,3,40.5,25.9,59.5
1663,4,25.3,18.5,59.5
1664,5,13.1,13.5,59.5
1665,6,49.9,17.1,59.5
1666,7,59.6,21.1,59.5
1667,8,75.4,26.2,59.5
1668,9,80.6,32.3,59.5
1669,10,69.7,34.5,59.5
1670,1,27.2,33.6,59.9
1671,2,39.8,31.1,59.9
1672,3,37.0,26.5,59.9
1673,4,25.7,18.4,59.9
1674,5,14.1,17.2,59.9
1675,6,50.6,17.7,59.9
1676,7,62.0,19.9,59.9
1677,8,77.9,29.6,59.9
1678,9,79.1,32.3,59.9
1679,10,70.4,33.4,59.9
1680,1,29.1,35.2,60.2
1681,2,37.7,30.9,60.2
1682,3,37.6,23.1,60.2
1683,4,25.5,17.6,60.2
1684,5,12.0,13.3,60.2
1685,6,53.8,17.0,60.2
1686,7,64.5,19.8,60.2
1687,8,74.5,10.0,60.2
1688,9,78.6,33.9,60.2
1689,10,68.1,33.4,60.2
1690,1,30.6,35.2,60.6
1691,2,38.8,31.4,60.6
1692,3,36.5,23.3,60.6
1693,4,22.6,16.5,60.6
1694,5,12.4,13.5,60.6
1695,6,53.6,15.3,60.6
1696,7,64.2,20.9,60.6
1697,8,76.8,28.1,60.6
1698,9,77.4,34.2,60.6
1699,10,65.2,35.5,60.6
1700,1,30.7,32.6,61.0
1701,2,39.9,28.9,61.0
